"exposure";"outcome";"lambda";"beta_unpenalized";"bootstrap_mean";"bootstrap_standard_error";"ci95_lower";"ci95_upper";"bootstrap_q025";"bootstrap_q975";"z_value";"p_value";"significant";"n_valid_bootstrap"
"hs_pcb170_cadj_Log2";"hs_asthma";0;0,13358080207916;0,127125086831983;0,0588150332709704;0,0183054551185331;0,248856149039787;0,00768105595981139;0,242376874246613;2,27120167498217;0,023134772083555;TRUE;100
"hs_pcb180_cadj_Log2";"hs_asthma";0;-0,119476018422808;-0,110958336959857;0,0823996859853878;-0,280976435291578;0,0420243984459621;-0,255661518356185;0,05015448176522;-1,44995720546793;0,147070453321252;FALSE;100
"hs_sumPCBs5_cadj_Log2";"hs_asthma";0;-0,000530158831089909;-0,00208118582003261;0,0468933757334628;-0,0924394863821815;0,0913791687200017;-0,083055154291388;0,0783421433923987;-0,0113056230821018;0,990979610052978;FALSE;100
"hs_pfhxs_c_Log2";"hs_asthma";0;-0,0223606477141257;-0,0183614288827478;0,0626984707465922;-0,145247392263184;0,100526096834933;-0,132757465949327;0,0977017255653519;-0,356637848544991;0,721362939223844;FALSE;100
"hs_pfna_c_Log2";"hs_asthma";0;0,0571193061958183;0,0554965694633152;0,0650371116458922;-0,0703510902886408;0,184589702680277;-0,0561910543745879;0,176060054509638;0,878257117364253;0,379804201724111;FALSE;100
"hs_pfoa_c_Log2";"hs_asthma";0;-0,0626915496335757;-0,0658913680081164;0,0757578416655097;-0,211174190844463;0,0857910915773111;-0,217063948336182;0,0728672810419149;-0,827525550561156;0,407939246270601;FALSE;100
"hs_pfos_c_Log2";"hs_asthma";0;0,00111905689695899;0,00425267350735418;0,0640130918975613;-0,124344297761314;0,126582411555232;-0,115438950825983;0,128130946053384;0,0174816879451753;0,98605234151801;FALSE;100
"hs_pfunda_c_Log2";"hs_asthma";0;0,0759568265108577;0,0758069365210903;0,0530805430195102;-0,0280791260872112;0,179992779108927;-0,0301604749435974;0,1620492181665;1,43097304944562;0,152437939280153;FALSE;100
"hs_hm_pers_None";"hs_asthma";0;-0,0883554602343275;-0,0877054571341182;0,0685669649138702;-0,222744241994735;0,0460333215260796;-0,20902102398014;0,0515836024825974;-1,28860100990782;0,197536832154616;FALSE;100
"hs_trafload_h_pow1over3";"hs_asthma";0;0,00856944466629279;0,0110822005117463;0,0656848213144369;-0,120170439440952;0,137309328773538;-0,0936464958957632;0,130272680051317;0,130463088652862;0,896200055492881;FALSE;100
"hs_trafnear_h_pow1over3";"hs_asthma";0;0,00743003056505343;0,00852503659446188;0,0711193942637279;-0,131961420794158;0,146821481924265;-0,125785024873193;0,157474483598457;0,104472635656894;0,916794283009008;FALSE;100
"FAS_cat_None_Low";"hs_asthma";0;-0,00936804451051035;-0,0115978452449377;0,227726113550463;-0,455703025408697;0,436966936387676;-0,455060927675468;0,495569773513991;-0,0411373310001817;0,967186413945813;FALSE;100
"FAS_cat_None_Middle";"hs_asthma";0;-0,18695436143802;-0,187461276692124;0,132464670202333;-0,446580344258568;0,0726716213825287;-0,40274256269912;0,076849762397638;-1,41135263578173;0,15814066141294;FALSE;100
"hs_globalexp2_None_no exposure";"hs_asthma";0;0,00620772291021702;0,00299531990395655;0,138293142173191;-0,264841855058115;0,277257300878549;-0,241793481804705;0,243631335337807;0,0448881471103085;0,964196464558144;FALSE;100
"h_abs_ratio_preg_Log";"hs_zbmi_who";0;-0,00546118028974028;-0,00543797752565892;0,00473121712225419;-0,0147341954523977;0,00381183487291717;-0,015606605794029;0,00333461168281908;-1,15428655008297;0,248382708835044;FALSE;100
"h_no2_ratio_preg_Log";"hs_zbmi_who";0;-0,00602950470157471;-0,00619239649233025;0,00507032155095968;-0,0159671523314929;0,00390814292834352;-0,0158224185638488;0,00455587569144632;-1,18917600017567;0,234370416559382;FALSE;100
"h_pm10_ratio_preg_None";"hs_zbmi_who";0;-0,00537789764230134;-0,00521001211729823;0,00501087050916961;-0,0151990233714677;0,00444322808686499;-0,0149537953709613;0,00379813530729359;-1,0732461819678;0,283160674955138;FALSE;100
"h_pm25_ratio_preg_None";"hs_zbmi_who";0;-0,00307984830941279;-0,00285523698338762;0,00453908210315355;-0,0119762857544641;0,00581658913563849;-0,0112068906338389;0,00485767303874325;-0,678517867582313;0,497443398861772;FALSE;100
"h_accesslines300_preg_dic0";"hs_zbmi_who";0;0,00964337850600241;0,00826752594016626;0,013575595848025;-0,0169643004247981;0,0362510574368029;-0,0189784368983777;0,0310218972961859;0,710346611224829;0,477489221879725;FALSE;100
"h_accesspoints300_preg_Log";"hs_zbmi_who";0;0,000371488230138189;0,000865023279743487;0,0041877562088828;-0,00783636311530609;0,00857933957558247;-0,00591654566735014;0,00814625726361179;0,088708179657214;0,929313831740637;FALSE;100
"h_builtdens300_preg_Sqrt";"hs_zbmi_who";0;-0,00309093437926822;-0,00295928524311287;0,00445292969393297;-0,0118185162050658;0,00563664744652938;-0,0122405910624304;0,00602744467982805;-0,694135005877042;0,487597547322603;FALSE;100
"h_connind300_preg_Sqrt";"hs_zbmi_who";0;-0,0011186959090135;-0,000702605015182821;0,00382641001280868;-0,00861832172420196;0,00638092990617496;-0,00898025930729684;0,00553450663723191;-0,292361745152435;0,770010054019313;FALSE;100
"h_fdensity300_preg_Log";"hs_zbmi_who";0;-0,00247128039440425;-0,00246853328973203;0,00426162909626416;-0,01082391993855;0,00588135914974148;-0,0107220679802265;0,0054336449113441;-0,579891008480919;0,561988119628733;FALSE;100
"h_frichness300_preg_None";"hs_zbmi_who";0;0,00279894062754194;0,00334556663770429;0,00452487326595808;-0,00606964800834402;0,0116675292634279;-0,00595171042497331;0,0120975490180217;0,618567739476634;0,536201159795655;FALSE;100
"h_landuseshan300_preg_None";"hs_zbmi_who";0;0,00955620732997731;0,00856330600930749;0,00386372882550246;0,00198343798596324;0,0171289766739914;0,00156979112559763;0,015522221083938;2,47331211934486;0,0133867171645205;TRUE;100
"h_popdens_preg_Sqrt";"hs_zbmi_who";0;0,0117171234069767;0,0109133849727219;0,00460376497607374;0,00269390986058528;0,0207403369533681;0,0020077650412147;0,019491672448542;2,54511763043332;0,0109240931566506;TRUE;100
"h_walkability_mean_preg_None";"hs_zbmi_who";0;-0,0133466124546316;-0,0126693895363754;0,004392961937478;-0,0219566596375437;-0,0047365652717194;-0,0215633518095131;-0,00393332673548788;-3,03818076381829;0,00238011136265854;TRUE;100
"hs_as_m_Log2";"hs_zbmi_who";0;0,00810933261403058;0,00806895760570622;0,00342438301443829;0,00139766523646083;0,0148209999916003;0,00139607943280957;0,0147002537172195;2,36811495087993;0,0178789799728154;TRUE;100
"hs_cd_m_Log2";"hs_zbmi_who";0;0,00359440185375099;0,00283205811345764;0,00367558582417696;-0,00360961398372183;0,0107984176912238;-0,00373670298672914;0,0108833372215274;0,977912644593423;0,328117530728726;FALSE;100
"hs_co_m_Log2";"hs_zbmi_who";0;0,00513643013855832;0,00563435046667243;0,00353836431340458;-0,00179863647989644;0,0120714967570131;-0,000571264072875692;0,0118164356700385;1,45163970795763;0,146601811749023;FALSE;100
"hs_cs_m_Log2";"hs_zbmi_who";0;-0,00399163977711316;-0,00398614237942038;0,00361728539820462;-0,0110813888793968;0,00309810932517052;-0,0101846447862556;0,00258302252760495;-1,10349041828282;0,269814250302779;FALSE;100
"hs_cu_m_Log2";"hs_zbmi_who";0;-0,00806609313774531;-0,00767133039289777;0,0034350475360875;-0,0147986625936599;-0,00133352368183076;-0,0160419788349377;-0,0025677713979626;-2,34817511344619;0,0188656494394003;TRUE;100
"hs_hg_m_Log2";"hs_zbmi_who";0;-5,89794837708661e-05;-0,000635505264845238;0,00379383605419368;-0,00749476151324002;0,00737680254569829;-0,00835012467964348;0,00606628984449096;-0,015546134025921;0,987596479301092;FALSE;100
"hs_mn_m_Log2";"hs_zbmi_who";0;-0,00105366137426299;-0,000760348949449341;0,00346292092990855;-0,00784086167819371;0,00573353892966772;-0,00717488147485318;0,00668053433937164;-0,304269544580915;0,760922545752116;FALSE;100
"hs_mo_m_Log2";"hs_zbmi_who";0;-0,00193961425895511;-0,00164740384710299;0,00339468737660703;-0,00859307925587766;0,00471385073796743;-0,00741814746686776;0,00512728832951079;-0,571367564601411;0,567750510992885;FALSE;100
"hs_pb_m_Log2";"hs_zbmi_who";0;-0,000267705071337421;-9,7196423607173e-05;0,00349762122037005;-0,00712291669482575;0,00658750655215091;-0,00682007405919553;0,00515436951321761;-0,0765391831963719;0,938990141703802;FALSE;100
"h_humidity_preg_None";"hs_zbmi_who";0;0,0240890607432506;0,0233268581992731;0,00501069886534991;0,014268271429789;0,0339098500567121;0,0146828752889854;0,0322803786323068;4,8075251358312;1,52810210813158e-06;TRUE;100
"h_pressure_preg_None";"hs_zbmi_who";0;-0,0217362301612262;-0,0213051642694524;0,00558418599813426;-0,0326810336005422;-0,0107914267219102;-0,0333097186443786;-0,0120340764243266;-3,89246170677132;9,92321662621048e-05;TRUE;100
"h_temperature_preg_None";"hs_zbmi_who";0;0,0052892040362565;0,00521754491522554;0,00574958333099022;-0,00597977221859618;0,0165581802911092;-0,00485544019113853;0,0173361406812356;0,919928233363923;0,357610263744609;FALSE;100
"h_ndvi100_preg_None";"hs_zbmi_who";0;-0,000918032359581968;-0,000369627103919511;0,00507805792745371;-0,0108708430087993;0,00903477828963541;-0,010412353475097;0,0109961277352316;-0,180784144784716;0,856537008673555;FALSE;100
"hs_dde_madj_Log2";"hs_zbmi_who";0;0,0056412375291804;0,00504205331198126;0,0048099751075482;-0,00378614044814824;0,015068615506509;-0,00376531830234884;0,0148778390849797;1,1728205246484;0,240867785620533;FALSE;100
"hs_ddt_madj_Log2";"hs_zbmi_who";0;-0,00161242636880929;-0,00140184824503267;0,00356519373614585;-0,00860007768956294;0,00537522495194437;-0,00837980226551087;0,00553042553794787;-0,452268933511703;0,651075253486682;FALSE;100
"hs_hcb_madj_Log2";"hs_zbmi_who";0;-0,00456015700189083;-0,00412474357769526;0,00371544495271659;-0,0118422952957565;0,00272198129197481;-0,0112508070529435;0,00164425732962589;-1,22735151776549;0,219690500228716;FALSE;100
"hs_pcb118_madj_Log2";"hs_zbmi_who";0;8,26774232192487e-05;-7,67089221850469e-05;0,00448709276393747;-0,00871186278938847;0,00887721763582697;-0,00821396205479658;0,00813679479227743;0,018425610427251;0,985299321742456;FALSE;100
"hs_pcb138_madj_Log2";"hs_zbmi_who";0;-0,00504658702757881;-0,00389311148937917;0,00550688027796639;-0,0158398740395669;0,00574669998440922;-0,0135957101327997;0,0064905673945366;-0,916414879722507;0,359449333907659;FALSE;100
"hs_pcb153_madj_Log2";"hs_zbmi_who";0;-0,00364545402220814;-0,00313785309200891;0,00561292828836655;-0,0146465913152126;0,00735568327079635;-0,0132268981390297;0,00809631138582536;-0,649474540724806;0,516031697210542;FALSE;100
"hs_pcb170_madj_Log2";"hs_zbmi_who";0;-0,00506047802241364;-0,0051180510387804;0,00554946962183933;-0,0159372386145178;0,00581628256969055;-0,0156805375707104;0,00545322419546318;-0,911884984917961;0,361829266523816;FALSE;100
"hs_pcb180_madj_Log2";"hs_zbmi_who";0;0,00263894562557675;0,0023496207236605;0,00430337656404938;-0,00579551745187375;0,0110734087030273;-0,00582104228659081;0,00973392334491518;0,613226750273875;0,539726419403926;FALSE;100
"hs_sumPCBs5_madj_Log2";"hs_zbmi_who";0;-0,00348725342746391;-0,00389990608290649;0,00580745298120412;-0,0148696521125338;0,00789514525760593;-0,0158459134866691;0,0070208580541234;-0,600478977402046;0,548187067267678;FALSE;100
"hs_pfhxs_m_Log2";"hs_zbmi_who";0;0,000676921256579554;0,00104665392923888;0,00388978073800586;-0,00694690889766956;0,00830075141082867;-0,00516289381737501;0,00930543757375401;0,174025556239086;0,861845377699881;FALSE;100
"hs_pfna_m_Log2";"hs_zbmi_who";0;-0,00122842811664935;-0,000996140729189649;0,00458291657116394;-0,0102107795402825;0,00775392330698376;-0,00905090257914202;0,00763275625835904;-0,268045053313585;0,788664639635314;FALSE;100
"hs_pfoa_m_Log2";"hs_zbmi_who";0;-0,00180247361391282;-0,00168799760765145;0,00366982502449866;-0,00899519849149402;0,00539025126366839;-0,00910296097425172;0,0044776616045175;-0,491160641687284;0,623312833743707;FALSE;100
"hs_pfos_m_Log2";"hs_zbmi_who";0;-0,00512220878785476;-0,00513221514525832;0,00436597292477158;-0,0136793584778841;0,00343494090217454;-0,0128363996629358;0,00307591030991856;-1,17321130389803;0,240711080111737;FALSE;100
"hs_pfunda_m_Log2";"hs_zbmi_who";0;-0,00232807260155052;-0,00259377814447013;0,00451034334478848;-0,0111681831152459;0,00651203791214481;-0,0141209355162932;0,00631054121619098;-0,516163055355978;0,60574053114773;FALSE;100
"e3_asmokcigd_p_None";"hs_zbmi_who";0;-0,00783162457352574;-0,00728660934618515;0,00376875187380015;-0,0152182425128419;-0,000445006634209613;-0,0135522569708675;-0,00113033615017064;-2,0780419713938;0,0377054935676742;TRUE;100
"h_distinvnear1_preg_Log";"hs_zbmi_who";0;0,000902632624178366;0,000570453162384075;0,00368056212227513;-0,00631113657834319;0,00811640182669992;-0,00674055466179277;0,00691325862153181;0,245243143354528;0,806268172569045;FALSE;100
"h_trafload_preg_pow1over3";"hs_zbmi_who";0;0,00648854897942723;0,00611903006506654;0,00324412417674787;0,000130182431625751;0,0128469155272287;-0,000583110324331248;0,0116101679651193;2,000092667825;0,0454902583727187;TRUE;100
"h_trafnear_preg_pow1over3";"hs_zbmi_who";0;-0,00187088888835578;-0,00221535643619756;0,00480599564485243;-0,0112904672621229;0,00754868948541133;-0,0115333100627242;0,00751001241278399;-0,38928226877601;0,697067351375631;FALSE;100
"h_bro_preg_Log";"hs_zbmi_who";0;0,00606094719458152;0,00697269523514364;0,00463975327811297;-0,00303280212767155;0,0151546965168346;-0,00221871441284429;0,0166890213284171;1,30630807960689;0,19144781059719;FALSE;100
"h_clf_preg_Log";"hs_zbmi_who";0;-4,12526339787976e-05;-0,000494235252680649;0,00445543553259657;-0,00877374581330811;0,00869124054535051;-0,00879539303018314;0,008089156377626;-0,00925894532127954;0,992612536031153;FALSE;100
"h_thm_preg_Log";"hs_zbmi_who";0;-0,00237066770665068;-0,00176645390138078;0,00454454407540615;-0,0112778104206016;0,00653647500730026;-0,0104676323576105;0,00668183123623178;-0,521651384014536;0,601913079734653;FALSE;100
"e3_alcpreg_yn_None_1";"hs_zbmi_who";0;0,00464168759840777;0,0047235257396757;0,00774032719037212;-0,0105290749232777;0,0198124501200932;-0,0116406430922448;0,0204606394212709;0,599675890210608;0,548722259212032;FALSE;100
"h_pamod_t3_None_Often";"hs_zbmi_who";0;0,0704099075605338;0,0678881517583671;0,00945347715142366;0,0518814328150712;0,0889383823059965;0,0506831334509626;0,084250112445562;7,44804334243621;9,47347015014341e-14;TRUE;100
"h_pamod_t3_None_Sometimes";"hs_zbmi_who";0;0,0630572595601709;0,0610483718630823;0,0115219893912124;0,040474575323142;0,0856399437971999;0,0423475518404463;0,0823599506800862;5,4727753532097;4,4304159704869e-08;TRUE;100
"h_pamod_t3_None_Very Often";"hs_zbmi_who";0;0,0745767645305443;0,0713821324973533;0,00908110383585567;0,0567781280723987;0,09237540098869;0,0547490123979702;0,0890059919385012;8,21230170676903;2,16988214992923e-16;TRUE;100
"h_pavig_t3_None_Low";"hs_zbmi_who";0;0,0736110162961778;0,0726510857725449;0,0100693467387293;0,0538754593404226;0,0933465732519331;0,0544138941978597;0,0941799597066562;7,31040634573154;2,6633572782686e-13;TRUE;100
"h_pavig_t3_None_Medium";"hs_zbmi_who";0;0,076338500157699;0,0751272481103104;0,0109378742165783;0,0549006606257763;0,0977763396896217;0,0550508385968051;0,0974315255079433;6,97928122468208;2,96694052118432e-12;TRUE;100
"hs_no2_dy_hs_h_Log";"hs_zbmi_who";0;0,00112349796779794;0,00116772812150697;0,00536838103434426;-0,00939833551480469;0,0116453314504006;-0,0076566339242696;0,0134886034887365;0,209280593275767;0,834229200663725;FALSE;100
"hs_no2_wk_hs_h_Log";"hs_zbmi_who";0;0,00804670806511742;0,00821357156230266;0,00457703283207873;-0,000924111441814262;0,0170175275720491;0,000152699826939511;0,0163724905288986;1,75806212459762;0,0787369393808108;FALSE;100
"hs_no2_yr_hs_h_Log";"hs_zbmi_who";0;0,0193173045323962;0,0188278335554555;0,00508086746598197;0,00935898728885028;0,0292756217759422;0,00993635685071783;0,0284831733584851;3,80196977420327;0,000143550243300757;TRUE;100
"hs_pm10_dy_hs_h_None";"hs_zbmi_who";0;0,00523705702440612;0,00461380034463872;0,00418897542949175;-0,0029731839495209;0,0134472979983331;-0,0033067958464926;0,0126488678200711;1,25019998626288;0,211226501848626;FALSE;100
"hs_pm10_wk_hs_h_None";"hs_zbmi_who";0;-0,0112096690321432;-0,0097660956344772;0,00477366069329191;-0,0205658720654099;-0,00185346599887657;-0,0180025056128905;-0,000745652582296201;-2,34823330612822;0,0188627020001248;TRUE;100
"hs_pm10_yr_hs_h_None";"hs_zbmi_who";0;-0,00135480239046941;-0,000635758487390495;0,0042318242332616;-0,00964902547656598;0,00693942069562715;-0,00920055161258516;0,00715544520226256;-0,320146186559649;0,748857514808498;FALSE;100
"hs_pm25_dy_hs_h_None";"hs_zbmi_who";0;0,00894199041313615;0,00837362734351822;0,00477006997957021;-0,000407174950557178;0,0182911557768295;-0,00209685146123583;0,017792351000216;1,87460361198764;0,0608472759093026;FALSE;100
"hs_pm25_wk_hs_h_None";"hs_zbmi_who";0;-0,0053987381749388;-0,00597975319560466;0,00629280409478108;-0,0177324075624759;0,00693493121259829;-0,0167099127716477;0,00503505822405424;-0,857922492679572;0,390935263177957;FALSE;100
"hs_pm25_yr_hs_h_None";"hs_zbmi_who";0;0,0160059249870509;0,0155241984106037;0,00547375991500862;0,00527755269361494;0,0267342972804868;0,00586987796033522;0,0264454591189573;2,92411893023731;0,00345432739875165;TRUE;100
"hs_pm25abs_dy_hs_h_Log";"hs_zbmi_who";0;-0,00508569831402285;-0,00431360763353781;0,00460794985001699;-0,0141171140626229;0,0039457174345772;-0,0135056249110404;0,00406622379759546;-1,1036791804503;0,26973233000531;FALSE;100
"hs_pm25abs_wk_hs_h_Log";"hs_zbmi_who";0;-0,00412626956997658;-0,00457152906042635;0,00455125629103656;-0,0130465679848196;0,00479402884486642;-0,0136995315401998;0,0042951995232158;-0,90662210741747;0,364606666896001;FALSE;100
"hs_pm25abs_yr_hs_h_Log";"hs_zbmi_who";0;-0,000249841576410758;-0,000790878736347255;0,00442011125427324;-0,00891310044244647;0,00841341728962496;-0,00868313862393769;0,00874297291348946;-0,0565238207905329;0,954924519610631;FALSE;100
"hs_accesslines300_h_dic0";"hs_zbmi_who";0;-0,0101267113483624;-0,00859072151080642;0,0138406456261522;-0,0372538782984025;0,0170004556016777;-0,0348097203794596;0,0171946929079464;-0,731664665210978;0,464373268443854;FALSE;100
"hs_accesspoints300_h_Log";"hs_zbmi_who";0;-0,00157504378660462;-0,00262583586862998;0,00508722432888726;-0,0115458202524996;0,00839573267929036;-0,0115659802766992;0,00815230556424253;-0,30960769267848;0,756859305655464;FALSE;100
"hs_builtdens300_h_Sqrt";"hs_zbmi_who";0;-0,00270632802421815;-0,00288416118028054;0,00393141383108017;-0,0104117575414579;0,00499910149302162;-0,0104092809791972;0,0038122228545034;-0,688385436003457;0,491210092752191;FALSE;100
"hs_connind300_h_Log";"hs_zbmi_who";0;0,00825407167134374;0,0079512048287464;0,00433407454529967;-0,000240558343755415;0,0167487016864429;0,000173793319888433;0,0176033001247862;1,90446001449037;0,0568502995034795;FALSE;100
"hs_fdensity300_h_Log";"hs_zbmi_who";0;0,00221481595891424;0,00235962865455951;0,00466025398611143;-0,00691911401267338;0,0113487459305019;-0,00630680756902063;0,0110815495179258;0,475256491494858;0,634604166323762;FALSE;100
"hs_landuseshan300_h_None";"hs_zbmi_who";0;-0,00399592780154366;-0,00299319280747713;0,00414101216844725;-0,0121121625112424;0,00412030690815505;-0,0110250385136847;0,00494139506324442;-0,964964032704597;0,334562827121867;FALSE;100
"hs_popdens_h_Sqrt";"hs_zbmi_who";0;-0,000648902852604555;3,33860121101485e-05;0,00520154642138366;-0,0108437465024297;0,00954594079722062;-0,0091956972806828;0,00945701943940696;-0,124751910304386;0,900719959885726;FALSE;100
"hs_walkability_mean_h_None";"hs_zbmi_who";0;-0,00391231010349044;-0,00368134394404187;0,00477501874267881;-0,0132711748646446;0,00544655465766376;-0,0115996866409705;0,00672438554870863;-0,819328742842926;0,412598877868949;FALSE;100
"hs_accesslines300_s_dic0";"hs_zbmi_who";0;0,017888571282566;0,0159935764803128;0,0125449860372983;-0,00669914953709661;0,0424762921022285;-0,00595420218002329;0,0416633867730902;1,42595386151728;0,153881660514865;FALSE;100
"hs_accesspoints300_s_Log";"hs_zbmi_who";0;-0,00615500909527818;-0,00591035265867617;0,00479062209464125;-0,0155444558643169;0,00323443767376051;-0,0146069055435437;0,00275262954767753;-1,2848037214547;0,198860881596167;FALSE;100
"hs_builtdens300_s_Sqrt";"hs_zbmi_who";0;-0,000687534570945776;-0,00136219192904092;0,00437643897047393;-0,00926519733361223;0,00789012819172068;-0,0112911677474819;0,006323612310595;-0,157099087999238;0,875166756329295;FALSE;100
"hs_connind300_s_Log";"hs_zbmi_who";0;-0,00306202614347802;-0,00258374507270263;0,00407750384819987;-0,0110537868327732;0,00492973454581719;-0,0113435044169636;0,00521615482318927;-0,750956040134663;0,452679112282281;FALSE;100
"hs_fdensity300_s_Log";"hs_zbmi_who";0;0,00246514145255224;0,00186801646193932;0,00407880220822647;-0,00552916397563408;0,0104594468807386;-0,00565850475641278;0,00909189204808888;0,604378767761854;0,545591848625651;FALSE;100
"hs_landuseshan300_s_None";"hs_zbmi_who";0;-0,00151931331578931;-0,00173846724017556;0,00405147581205915;-0,00946005999166041;0,00642143336008179;-0,0109962373532107;0,00577574652513857;-0,375002440164421;0,707658651880243;FALSE;100
"hs_popdens_s_Sqrt";"hs_zbmi_who";0;-0,00456836768744623;-0,00436568886356237;0,00423848006822382;-0,0128756359703558;0,00373890059546333;-0,0142567759739266;0,00335820274521344;-1,07783158441527;0,281108921612398;FALSE;100
"h_Absorbance_Log";"hs_zbmi_who";0;-0,00164253922113579;-0,0012940920307516;0,00410323411002529;-0,00968473029692162;0,00639965185465003;-0,0095455419746005;0,00577045313679521;-0,400303559848714;0,688932946300311;FALSE;100
"h_Benzene_Log";"hs_zbmi_who";0;0,000336979186565062;0,000121549187269791;0,00383955928489037;-0,00718841872832643;0,00786237710145656;-0,00632449378971103;0,00720482068527162;0,0877650692596829;0,930063401288789;FALSE;100
"h_NO2_Log";"hs_zbmi_who";0;0,0115484652943291;0,0111002235654324;0,00386785030816917;0,00396761799272541;0,0191293125959329;0,00473367835103753;0,0190235728027551;2,98575807598809;0,00282876334172401;TRUE;100
"h_PM_Log";"hs_zbmi_who";0;0,00972523950075194;0,00944495341038715;0,00448810692062435;0,000928711577563255;0,0185217674239406;0,000747274324690023;0,0193519315230857;2,16689122446286;0,0302431492502648;TRUE;100
"h_TEX_Log";"hs_zbmi_who";0;0,00255127399460463;0,00217248190747875;0,00409644222857593;-0,00547760523815318;0,0105801532273625;-0,00496307864258175;0,00987289870561784;0,62280238613094;0,533414390115189;FALSE;100
"hs_KIDMED_None";"hs_zbmi_who";0;0,00856247790042977;0,0082131224379622;0,00350616405109426;0,00169052263639598;0,0154344331644636;0,00182159237774056;0,0149760846118318;2,44212129713596;0,0146012398253833;TRUE;100
"hs_mvpa_prd_alt_None";"hs_zbmi_who";0;-0,00508084546814544;-0,00464022121397547;0,00489705224884041;-0,0146788915062835;0,00451720056999265;-0,0138369247055382;0,00440251494010263;-1,03753139847518;0,299488270476912;FALSE;100
"hs_sd_wk_None";"hs_zbmi_who";0;0,00128839910992797;0,000105160348915751;0,00395565088924185;-0,0064645341683999;0,00904133238825583;-0,00646369141010122;0,00783317806331883;0,325711026074625;0,744643001175449;FALSE;100
"hs_dif_hours_total_None";"hs_zbmi_who";0;-0,00585471917689465;-0,00608326364665969;0,00384749931201061;-0,0133956792589781;0,00168624090518878;-0,0146194872333312;0,00183214278489621;-1,52169466505638;0,128085604993412;FALSE;100
"hs_as_c_Log2";"hs_zbmi_who";0;0,00127802348061884;0,00131302788574915;0,00400662992113038;-0,00657482686417726;0,00913087382541494;-0,00569968708457605;0,00873219239716297;0,318977171781884;0,749743823557964;FALSE;100
"hs_cd_c_Log2";"hs_zbmi_who";0;0,00212842891063864;0,00163624669739176;0,00365683083588334;-0,0050388278252482;0,00929568564652549;-0,0041560195136987;0,00869989668253643;0,582041939089179;0,560538432025231;FALSE;100
"hs_co_c_Log2";"hs_zbmi_who";0;-0,00501050933333903;-0,00527446033182207;0,00311252411023655;-0,0111109444904152;0,00108992582373717;-0,0114997302211851;0,000403526821756427;-1,60978972559934;0,107443768973098;FALSE;100
"hs_cs_c_Log2";"hs_zbmi_who";0;0,0104530754910145;0,00985101489096264;0,00454279683185224;0,00154935731150146;0,0193567936705276;0,0011741457869924;0,0187539139743639;2,30102200867136;0,0213903870952837;TRUE;100
"hs_cu_c_Log2";"hs_zbmi_who";0;0,0110789661901026;0,0106192944555893;0,00388442777885838;0,00346562764299321;0,0186923047372119;0,00301406699813023;0,017811562675868;2,85214884169081;0,00434247621806347;TRUE;100
"hs_hg_c_Log2";"hs_zbmi_who";0;-0,00596748696141407;-0,0057362768007088;0,00483179246156199;-0,0154376261668477;0,00350265224401956;-0,014578301656988;0,00368596708866355;-1,23504620881108;0,216813307085282;FALSE;100
"hs_mn_c_Log2";"hs_zbmi_who";0;-0,00413237722883737;-0,00388025408307321;0,00356462836650164;-0,0111189204454504;0,0028541659877757;-0,00991264055747178;0,00372452694606741;-1,15927294628273;0,24634494560763;FALSE;100
"hs_mo_c_Log2";"hs_zbmi_who";0;-0,00939057783643866;-0,00950874616903168;0,00333610564691296;-0,0159292247530088;-0,00285193091986857;-0,0157483175870463;-0,00240510874966294;-2,81483227161231;0,00488026978305943;TRUE;100
"hs_pb_c_Log2";"hs_zbmi_who";0;-0,000235880463031353;-0,000347441283776567;0,00404529891248399;-0,00816452063819902;0,00769275971213631;-0,00806411610130224;0,00675664457639069;-0,0583097734269808;0,95350188269363;FALSE;100
"hs_hum_mt_hs_h_None";"hs_zbmi_who";0;-0,000436655714405819;-0,00120746806915459;0,00501831769051989;-0,010272377650805;0,00939906622199338;-0,0129172155569116;0,00777676201427103;-0,0870123697490706;0,930661679763089;FALSE;100
"hs_tm_mt_hs_h_None";"hs_zbmi_who";0;0,0058882215595756;0,00599747410658867;0,00466896285938778;-0,00326277748997959;0,0150392206091308;-0,00324124750275796;0,0153144750483714;1,2611412291996;0,207257968507899;FALSE;100
"hs_uvdvf_mt_hs_h_None";"hs_zbmi_who";0;-0,00313871012087661;-0,00308131927206288;0,00539798390649885;-0,0137185641667412;0,00744114392498797;-0,0136731321582861;0,0065361416538556;-0,581459703334385;0,560930669347948;FALSE;100
"hs_hum_dy_hs_h_None";"hs_zbmi_who";0;-0,00620296469494158;-0,00542749705713275;0,00418402758764988;-0,0144035080770574;0,00199757868717419;-0,013773503058536;0,00252729566660228;-1,48253436790213;0,138198165946955;FALSE;100
"hs_hum_wk_hs_h_None";"hs_zbmi_who";0;-0,0111205715482218;-0,0103662530268284;0,0042436483908197;-0,0194379695572798;-0,00280317353916381;-0,0185533056078936;-0,00354372372759752;-2,62052142969218;0,00877954120166744;TRUE;100
"hs_tm_dy_hs_h_None";"hs_zbmi_who";0;-0,00390497651766456;-0,00313143836435087;0,00541687911619657;-0,014521864494017;0,00671191145868788;-0,0144127615868084;0,00552643366897996;-0,72089046735206;0,470976908355597;FALSE;100
